日期,华泰柏瑞沪深300ETF,南方中证1000ETF,华泰柏瑞上证红利ETF,海富通上证城投债ETF,平安中证5-10年国债活跃券ETF,平安中债债利差因子ETF,沪金主连,十债主连
2021-10-28,4.741,2.855,2.339,8.8,99.869,97.22,372.56,99.27
2021-10-29,4.773,2.904,2.343,8.792,99.851,97.26,370.48,99.185
2021-11-01,4.757,2.926,2.352,8.808,99.833,97.3,368.78,99.49
2021-11-02,4.705,2.896,2.301,8.821,99.953,97.34,371.26,99.69
2021-11-03,4.685,2.898,2.342,8.842,100.143,97.44,368.04,99.675
2021-11-04,4.732,2.937,2.335,8.844,100.043,97.46,366.58,99.755
2021-11-05,4.715,2.896,2.296,8.849,100.723,97.53,371.74,100.12
2021-11-08,4.711,2.915,2.293,8.856,100.623,97.58,375.9,100.08
2021-11-09,4.709,2.956,2.279,8.857,99.973,97.59,377.46,100.155
2021-11-10,4.684,2.958,2.272,8.854,100.073,97.57,377.46,100.065
2021-11-11,4.764,2.989,2.319,8.859,99.963,97.56,383.36,99.835
2021-11-12,4.762,3.027,2.303,8.864,100.063,97.55,383.6,99.785
2021-11-15,4.756,3.016,2.307,8.864,100.153,97.55,382.2,100.075
2021-11-16,4.752,2.983,2.29,8.858,100.363,97.58,384.02,100.04
2021-11-17,4.751,3.041,2.293,8.855,100.233,97.58,382.26,99.97
2021-11-18,4.707,3.03,2.293,8.864,100.28800000000001,97.59,383.54,100.11
2021-11-19,4.762,3.068,2.329,8.872,100.343,97.63,382.74,99.78
2021-11-22,4.775,3.134,2.328,8.873,100.353,97.66,379.14,99.875
2021-11-23,4.778,3.125,2.341,8.873,100.343,97.66,371.78,99.815
2021-11-24,4.789,3.123,2.373,8.873,100.387,97.73,369.76,100.145
2021-11-25,4.77,3.112,2.362,8.873,100.431,97.72,369.78,100.08
2021-11-26,4.728,3.12,2.33,8.876,100.47500000000001,97.73,372.7,100.355
2021-11-29,4.721,3.147,2.295,8.88,100.519,97.78,371.42,100.275
2021-11-30,4.703,3.166,2.297,8.884,100.563,97.82,370.24,100.22
2021-12-01,4.716,3.169,2.322,8.88,100.373,97.83,368.74,100.085
2021-12-02,4.726,3.128,2.337,8.894,100.506,97.83,367.0,99.92
2021-12-03,4.771,3.147,2.368,8.899,100.49525,97.87,365.92,99.745
2021-12-06,4.766,3.101,2.36,8.899,100.4845,97.97,368.68,100.195
2021-12-07,4.794,3.051,2.39,8.902,100.47375,97.91,367.88,99.805
2021-12-08,4.866,3.103,2.39,8.904,100.463,97.92,368.28,99.765
2021-12-09,4.95,3.123,2.401,8.904,100.51,97.93,366.72,99.855
2021-12-10,4.935,3.158,2.381,8.908,100.5415,97.94,365.62,100.015
2021-12-13,4.948,3.134,2.372,8.912,100.573,98.15,368.14,99.91
2021-12-14,4.917,3.142,2.334,8.913,100.773,98.14,368.52,100.105
2021-12-15,4.871,3.131,2.346,8.913,100.773,98.01,364.36,100.145
2021-12-16,4.898,3.142,2.388,8.9,100.673,98.01,368.08,99.975
2021-12-17,4.825,3.101,2.372,8.9,100.673,98.03,372.78,100.08
2021-12-20,4.75,3.049,2.346,8.893,100.673,98.04,372.34,100.055
2021-12-21,4.771,3.087,2.385,8.864,100.673,98.05,369.72,100.1
2021-12-22,4.774,3.112,2.38,8.861,100.673,98.08,368.9,100.315
2021-12-23,4.812,3.112,2.389,8.873,100.673,98.07,372.78,100.485
2021-12-24,4.789,3.06,2.378,8.898,100.773,98.07,373.56,100.375
2021-12-27,4.793,3.06,2.385,8.905,100.873,98.08,373.44,100.465
2021-12-28,4.819,3.09,2.368,8.943,100.958,98.11,374.46,100.53
2021-12-29,4.752,3.09,2.358,8.938,101.043,98.15,372.58,100.635
2021-12-30,4.788,3.114,2.355,8.948,101.023,98.21,370.8,100.855
2021-12-31,4.8,3.153,2.379,8.933,101.07300000000001,98.21,374.7,100.735
2022-01-04,4.782,3.139,2.421,8.977,101.123,98.22,371.74,100.75
2022-01-05,4.735,3.057,2.412,8.979,101.168,98.27,373.1,100.6
2022-01-06,4.679,3.076,2.416,8.974,101.213,98.26,370.64,100.39
2022-01-07,4.691,3.021,2.432,8.976,101.103,98.26,368.14,100.41
2022-01-10,4.704,3.035,2.451,8.973,101.123,98.25,368.56,100.55
2022-01-11,4.659,3.005,2.472,8.984,101.273,98.3,371.94,100.69
2022-01-12,4.711,3.06,2.46,8.984,101.273,98.32,373.92,100.635
2022-01-13,4.63,3.002,2.459,8.992,101.373,98.32,374.92,100.63
2022-01-14,4.586,3.013,2.414,8.997,101.423,98.4,374.58,100.675
2022-01-17,4.627,3.071,2.417,9.025,101.473,98.45,372.52,100.73
2022-01-18,4.673,3.054,2.447,9.046,101.773,98.5,371.76,101.055
2022-01-19,4.647,3.01,2.464,9.059,102.073,98.47,373.06,101.245
2022-01-20,4.685,2.945,2.45,9.069,102.173,98.51,378.4,101.205
2022-01-21,4.651,2.898,2.447,9.071,102.172,98.55,378.22,101.38
2022-01-24,4.653,2.915,2.433,9.094,102.373,98.59,377.2,101.5
2022-01-25,4.547,2.8,2.354,9.094,102.573,98.63,377.92,101.52
2022-01-26,4.573,2.819,2.362,9.117,102.173,98.68,378.58,101.245
2022-01-27,4.492,2.731,2.344,9.117,102.273,98.62,371.58,101.115
2022-01-28,4.421,2.742,2.336,9.139,102.323,98.67,370.1,101.415
2022-02-07,4.493,2.77,2.395,9.154,102.373,98.7,372.14,101.17
2022-02-08,4.471,2.792,2.462,9.152,102.373,98.88,374.8,101.195
2022-02-09,4.51,2.83,2.468,9.152,102.368,98.79,376.58,101.12
2022-02-10,4.499,2.822,2.509,9.18,102.174,98.78,377.4,101.085
2022-02-11,4.463,2.762,2.512,9.174,101.774,98.77,375.24,100.65
2022-02-14,4.414,2.742,2.466,9.143,101.873,98.68,381.7,100.535
2022-02-15,4.456,2.8,2.447,9.138,101.823,98.7,385.58,100.53
2022-02-16,4.477,2.822,2.476,9.141,101.823,98.69,379.84,100.66
2022-02-17,4.487,2.833,2.462,9.142,101.866,98.7,383.54,100.39
2022-02-18,4.511,2.844,2.515,9.142,101.973,98.68,386.64,100.22
2022-02-21,4.494,2.879,2.541,9.125,101.576,98.69,386.0,99.79
2022-02-22,4.434,2.863,2.53,9.125,101.473,98.65,390.72,99.825
2022-02-23,4.482,2.931,2.499,9.134,101.673,98.57,387.58,100.005
2022-02-24,4.397,2.86,2.474,9.134,101.873,98.56,396.04,100.055
2022-02-25,4.432,2.887,2.454,9.131,101.575,98.48,391.42,100.215
2022-02-28,4.438,2.912,2.463,9.129,101.673,98.34,389.02,100.235
2022-03-01,4.476,2.917,2.493,9.126,101.773,98.18,389.14,99.99
2022-03-02,4.441,2.912,2.526,9.144,101.723,98.02,394.5,99.915
2022-03-03,4.412,2.882,2.561,9.164,101.473,97.86,393.2,99.59
2022-03-04,4.361,2.846,2.551,9.148,101.622,97.9,394.64,99.795
2022-03-07,4.213,2.772,2.531,9.136,101.539,97.92,403.3,99.88
2022-03-08,4.131,2.688,2.448,9.135,101.456,97.99,412.2,99.99
2022-03-09,4.091,2.658,2.391,9.142,101.373,97.88,417.16,99.745
2022-03-10,4.151,2.723,2.437,9.144,101.423,97.82,404.0,99.65
2022-03-11,4.179,2.742,2.457,9.134,101.423,97.77,404.78,100.22
2022-03-14,4.039,2.666,2.418,9.139,102.023,97.75,402.5,100.675
2022-03-15,3.84,2.537,2.26,9.131,102.023,97.77,394.46,100.205
2022-03-16,4.013,2.622,2.319,9.094,101.623,97.7,391.04,100.36
2022-03-17,4.097,2.671,2.349,9.1,101.973,97.66,395.44,100.38
2022-03-18,4.125,2.699,2.419,9.164,102.013,97.69,395.9,100.52
2022-03-21,4.119,2.729,2.438,9.12,102.055,97.7,394.76,100.365
2022-03-22,4.115,2.715,2.486,9.121,101.972,97.73,397.16,100.035
2022-03-23,4.14,2.734,2.482,9.106,101.853,97.7,394.72,100.15
2022-03-24,4.113,2.699,2.489,9.103,101.723,97.69,399.02,100.345
2022-03-25,4.036,2.677,2.49,9.098,102.023,97.65,401.7,100.41
2022-03-28,4.011,2.649,2.536,9.084,101.972,97.69,397.68,100.405
2022-03-29,3.993,2.633,2.554,9.086,101.773,97.72,395.54,100.42
2022-03-30,4.116,2.696,2.562,9.083,101.773,97.75,394.74,100.665
2022-03-31,4.085,2.658,2.601,9.084,101.823,97.77,394.34,100.44
2022-04-01,4.136,2.66,2.634,9.1,101.873,97.8,396.26,100.565
2022-04-06,4.124,2.649,2.679,9.107,102.135,97.82,394.5,100.67
2022-04-07,4.072,2.597,2.633,9.132,102.229,97.93,394.94,100.865
2022-04-08,4.1,2.578,2.668,9.16,102.323,97.98,396.04,100.78
2022-04-11,3.968,2.485,2.609,9.179,102.371,98.0,399.6,100.61
2022-04-12,4.038,2.515,2.599,9.179,102.073,98.05,401.78,100.51
2022-04-13,4.006,2.469,2.622,9.177,102.193,98.06,403.7,100.67
2022-04-14,4.05,2.485,2.678,9.174,102.322,98.16,404.32,100.685
2022-04-15,4.048,2.458,2.645,9.17,102.322,98.17,405.82,100.65
2022-04-18,4.028,2.48,2.581,9.179,102.372,98.21,408.02,100.235
2022-04-19,4.001,2.488,2.625,9.199,101.973,98.21,405.1,100.19
2022-04-20,3.931,2.436,2.538,9.193,102.022,98.2,400.06,100.17
2022-04-21,3.863,2.338,2.484,9.178,101.9225,98.15,405.06,100.245
2022-04-22,3.873,2.31,2.514,9.173,101.823,98.19,406.8,100.1
2022-04-25,3.68,2.132,2.39,9.169,101.913,98.28,404.42,100.33
2022-04-26,3.65,2.064,2.351,9.178,102.176,98.28,401.3,100.275
2022-04-27,3.756,2.171,2.387,9.164,101.774,98.3,400.9,100.19
2022-04-28,3.782,2.143,2.433,9.151,101.868,98.25,400.82,100.075
2022-04-29,3.882,2.247,2.467,9.178,101.873,98.28,405.82,100.3
2022-05-05,3.867,2.288,2.456,9.178,101.774,98.25,404.52,100.45
2022-05-06,3.77,2.258,2.381,9.189,102.025,98.33,403.6,100.5
2022-05-09,3.738,2.288,2.373,9.198,102.072,98.3,405.36,100.59
2022-05-10,3.783,2.327,2.376,9.213,102.168,98.33,402.3,100.705
2022-05-11,3.838,2.351,2.374,9.226,102.168,98.35,399.94,100.57
2022-05-12,3.818,2.365,2.362,9.227,102.167,98.36,404.24,100.685
2022-05-13,3.849,2.384,2.417,9.217,102.273,98.44,399.66,100.57
2022-05-16,3.818,2.389,2.461,9.208,102.273,98.48,395.84,100.625
2022-05-17,3.867,2.4,2.451,9.197,102.074,98.66,397.98,100.655
2022-05-18,3.853,2.4,2.423,9.193,102.336,98.68,393.32,100.77
2022-05-19,3.862,2.431,2.426,9.182,102.323,98.74,394.96,100.38
2022-05-20,3.946,2.452,2.465,9.203,102.373,98.77,397.18,100.275
2022-05-23,3.914,2.493,2.469,9.231,102.328,98.79,397.16,100.48
2022-05-24,3.832,2.389,2.425,9.241,102.403,98.86,398.08,100.515
2022-05-25,3.849,2.431,2.454,9.251,102.523,98.89,398.84,100.6
2022-05-26,3.859,2.452,2.494,9.265,102.373,98.93,400.36,100.965
2022-05-27,3.869,2.447,2.493,9.264,102.823,98.94,402.14,100.97
2022-05-30,3.892,2.469,2.479,9.266,102.923,98.92,399.92,100.765
2022-05-31,3.956,2.493,2.483,9.269,102.673,98.86,399.04,100.52
2022-06-01,3.95,2.504,2.492,9.268,102.672,98.82,396.36,100.45
2022-06-02,3.961,2.532,2.474,9.269,102.672,98.83,398.98,100.385
2022-06-06,4.043,2.597,2.473,9.248,102.522,98.51,398.0,100.265
2022-06-07,4.049,2.592,2.488,9.252,102.471,98.52,396.0,100.43
2022-06-08,4.091,2.6,2.526,9.248,102.673,98.54,398.02,100.38
2022-06-09,4.057,2.554,2.533,9.249,102.574,98.59,398.82,100.49
2022-06-10,4.115,2.611,2.553,9.258,102.475,98.68,397.54,100.415
2022-06-13,4.063,2.63,2.509,9.265,102.571,98.47,404.22,100.355
2022-06-14,4.103,2.63,2.547,9.265,102.522,98.48,396.9,100.35
2022-06-15,4.152,2.619,2.55,9.264,102.562,98.48,394.46,100.225
2022-06-16,4.125,2.644,2.503,9.267,102.523,98.46,395.76,100.335
2022-06-17,4.188,2.674,2.496,9.265,102.652,98.43,398.58,100.395
2022-06-20,4.209,2.699,2.474,9.267,102.375,98.52,397.0,100.185
2022-06-21,4.207,2.669,2.48,9.269,102.424,98.59,396.26,100.195
2022-06-22,4.157,2.636,2.444,9.274,102.572,98.66,396.2,100.335
2022-06-23,4.232,2.699,2.468,9.28,102.44,98.69,396.7,100.185
2022-06-24,4.28,2.729,2.472,9.292,102.472,98.67,393.64,100.095
2022-06-27,4.328,2.759,2.499,9.279,102.273,98.65,396.32,99.76
2022-06-28,4.38,2.794,2.524,9.278,102.242,98.66,393.86,99.665
2022-06-29,4.325,2.734,2.536,9.278,102.323,98.67,393.34,99.78
2022-06-30,4.375,2.756,2.553,9.279,102.323,98.66,392.7,99.995
2022-07-01,4.36,2.764,2.558,9.284,102.353,98.65,388.94,99.955
2022-07-04,4.388,2.789,2.564,9.283,102.173,98.65,390.92,99.75
2022-07-05,4.378,2.781,2.578,9.282,102.029,98.63,390.52,99.86
2022-07-06,4.319,2.745,2.512,9.282,102.074,98.67,382.86,99.95
2022-07-07,4.335,2.778,2.525,9.283,102.352,98.64,377.44,99.975
2022-07-08,4.331,2.764,2.523,9.281,102.304,98.61,377.04,99.94
2022-07-11,4.255,2.723,2.496,9.285,102.423,98.66,377.0,100.235
2022-07-12,4.219,2.674,2.519,9.303,102.424,98.75,378.2,100.32
2022-07-13,4.226,2.696,2.517,9.302,102.668,98.74,375.6,100.4
2022-07-14,4.227,2.734,2.487,9.309,102.668,98.82,376.1,100.495
2022-07-15,4.162,2.704,2.447,9.32,102.65,98.88,373.38,100.605
2022-07-18,4.208,2.745,2.506,9.325,102.922,98.94,374.98,100.575
2022-07-19,4.186,2.77,2.51,9.321,102.773,99.0,373.84,100.575
2022-07-20,4.198,2.811,2.515,9.327,102.82233333333333,99.01,373.52,100.735
2022-07-21,4.153,2.794,2.471,9.338,102.87166666666667,99.05,370.32,100.83
2022-07-22,4.156,2.775,2.454,9.336,102.921,99.1,375.98,100.725
2022-07-25,4.138,2.737,2.463,9.347,102.823,98.96,377.18,100.73
2022-07-26,4.167,2.781,2.501,9.358,102.989,98.97,377.46,100.945
2022-07-27,4.143,2.805,2.501,9.355,103.155,98.97,376.64,100.85
2022-07-28,4.146,2.827,2.512,9.358,102.973,98.98,380.72,100.715
2022-07-29,4.087,2.816,2.49,9.368,102.893,98.99,386.1,101.05
2022-08-01,4.105,2.833,2.497,9.375,103.074,99.05,385.8,101.255
2022-08-02,4.034,2.753,2.434,9.367,103.183,99.04,389.16,101.345
2022-08-03,3.989,2.731,2.406,9.366,103.26266666666668,99.09,387.3,101.375
2022-08-04,4.02,2.745,2.41,9.37,103.34233333333333,99.01,387.9,101.305
2022-08-05,4.085,2.808,2.414,9.377,103.422,99.03,391.1,101.235
2022-08-08,4.071,2.83,2.445,9.382,103.422,99.09,388.7,101.2
2022-08-09,4.078,2.844,2.466,9.395,103.423,99.05,390.46,101.22
2022-08-10,4.033,2.844,2.45,9.395,103.224,99.02,391.18,101.14
2022-08-11,4.121,2.882,2.477,9.393,103.348,98.98,389.56,101.33
2022-08-12,4.122,2.855,2.504,9.39,103.472,98.91,391.22,101.26
2022-08-15,4.112,2.874,2.518,9.396,104.073,98.96,392.0,101.94
2022-08-16,4.102,2.89,2.528,9.399,103.973,99.06,391.52,101.985
2022-08-17,4.143,2.893,2.532,9.4,104.073,99.06,389.9,102.015
2022-08-18,4.106,2.907,2.508,9.4,104.123,99.06,387.76,102.115
2022-08-19,4.076,2.857,2.533,9.405,104.273,99.01,387.56,101.59
2022-08-22,4.103,2.874,2.559,9.409,104.253,99.02,386.26,101.535
2022-08-23,4.089,2.887,2.569,9.413,104.273,99.0,387.32,101.43
2022-08-24,4.012,2.781,2.525,9.415,104.172,98.98,389.54,101.515
2022-08-25,4.048,2.772,2.59,9.408,104.013,98.97,390.82,101.3
2022-08-26,4.042,2.756,2.569,9.407,103.864,98.9,391.28,101.37
2022-08-29,4.017,2.767,2.591,9.39,103.873,98.82,387.94,101.48
2022-08-30,4.008,2.753,2.564,9.391,104.032,98.84,389.3,101.485
2022-08-31,4.008,2.666,2.546,9.39,104.074,98.89,386.92,101.435
2022-09-01,3.974,2.649,2.574,9.393,104.026,98.93,383.7,101.685
2022-09-02,3.951,2.6625,2.568,9.393,104.133,98.92,383.02,101.605
2022-09-05,3.949,2.676,2.622,9.395,104.133,98.96,386.86,101.71
2022-09-06,3.978,2.729,2.671,9.399,104.223,98.95,388.98,101.745
2022-09-07,3.986,2.746,2.663,9.409,104.2,99.03,386.36,101.595
2022-09-08,3.968,2.724,2.654,9.409,104.135,99.04,389.46,101.57
2022-09-09,4.026,2.732,2.697,9.411,104.123,99.05,389.52,101.305
2022-09-13,4.04,2.723,2.674,9.406,104.082,99.04,389.66,101.39
2022-09-14,3.994,2.692,2.648,9.391,104.1,98.88,387.2,101.28
2022-09-15,3.957,2.607,2.66,9.378,104.05,98.95,385.24,101.27
2022-09-16,3.867,2.553,2.57,9.368,103.73,98.6,383.6,101.265
2022-09-19,3.856,2.524,2.57,9.358,103.73,98.6,384.7,101.335
2022-09-20,3.858,2.553,2.567,9.367,103.734,98.15,385.84,101.455
2022-09-21,3.828,2.553,2.594,9.375,103.881,98.45,386.98,101.515
2022-09-22,3.799,2.558,2.606,9.379,103.902,98.62,386.04,101.46
2022-09-23,3.791,2.51,2.582,9.379,103.882,98.55,387.64,101.275
2022-09-26,3.766,2.475,2.534,9.357,103.738,98.52,384.38,100.92
2022-09-27,3.816,2.523,2.55,9.333,103.503,98.44,384.88,101.025
2022-09-28,3.76,2.448,2.529,9.308,103.602,98.39,385.9,100.845
2022-09-29,3.761,2.457,2.524,9.262,103.413,97.9,389.66,100.625
2022-09-30,3.735,2.409,2.549,9.329,103.263,97.85,390.82,100.57
2022-10-10,3.656,2.358,2.554,9.34,103.416,97.84,393.24,100.89
2022-10-11,3.653,2.364,2.544,9.352,103.526,97.89,392.72,100.865
2022-10-12,3.715,2.435,2.579,9.342,103.518,98.03,393.04,101.055
2022-10-13,3.682,2.462,2.533,9.342,103.563,98.0,393.0,101.12
2022-10-14,3.77,2.529,2.565,9.351,103.625,98.03,392.42,101.4
2022-10-17,3.769,2.544,2.556,9.337,103.688,98.15,390.28,101.335
2022-10-18,3.762,2.561,2.551,9.347,103.707,98.22,390.78,101.355
2022-10-19,3.703,2.546,2.548,9.338,103.79,98.16,390.18,101.365
2022-10-20,3.691,2.538,2.522,9.335,103.625,98.13,388.1,101.21
2022-10-21,3.669,2.533,2.535,9.338,103.683,98.12,387.46,101.125
2022-10-24,3.571,2.523,2.483,9.322,103.664,98.0,392.72,101.315
2022-10-25,3.555,2.502,2.455,9.331,103.646,97.87,393.82,101.19
2022-10-26,3.583,2.563,2.438,9.335,103.678,97.88,393.62,101.395
2022-10-27,3.557,2.548,2.452,9.327,103.791,97.81,392.7,101.54
2022-10-28,3.471,2.453,2.403,9.321,103.803,97.83,392.78,101.65
2022-10-31,3.432,2.479,2.336,9.316,103.968,97.71,391.66,101.77
2022-11-01,3.57,2.547,2.356,9.315,103.987,97.63,391.46,101.59
2022-11-02,3.604,2.572,2.389,9.311,103.943,97.64,392.1,101.525
2022-11-03,3.574,2.585,2.37,9.302,103.913,97.6,390.88,101.535
2022-11-04,3.701,2.654,2.418,9.287,103.807,97.15,390.8,101.39
2022-11-07,3.701,2.643,2.443,9.281,103.809,96.53,394.0,101.435
2022-11-08,3.678,2.642,2.443,9.266,103.846,96.38,394.82,101.55
2022-11-09,3.638,2.63,2.441,9.297,103.809,97.08,403.26,101.53
2022-11-10,3.617,2.605,2.448,9.303,103.821,97.17,403.54,101.51
2022-11-11,3.715,2.615,2.51,9.294,103.369,97.82,406.72,101.12
2022-11-14,3.717,2.597,2.499,9.263,103.122,97.44,403.44,100.425
2022-11-15,3.792,2.659,2.509,9.267,102.958,97.59,404.96,100.49
2022-11-16,3.763,2.639,2.5,9.278,102.966,96.67,407.12,100.27
2022-11-17,3.746,2.645,2.479,9.279,102.893,95.6,407.7,99.825
2022-11-18,3.733,2.623,2.466,9.279,102.893,95.75,407.42,99.56
2022-11-21,3.7,2.634,2.455,9.276,102.913,95.6,405.2,99.675
2022-11-22,3.698,2.596,2.474,9.277,103.035,95.43,404.86,99.7
2022-11-23,3.701,2.59,2.49,9.282,103.149,95.63,404.66,99.935
2022-11-24,3.683,2.593,2.506,9.284,103.338,96.22,406.4,100.11
2022-11-25,3.704,2.567,2.555,9.282,103.263,96.24,407.6,99.755
2022-11-28,3.659,2.557,2.537,9.286,103.162,96.0,408.02,99.53
2022-11-29,3.775,2.597,2.623,9.281,102.881,96.07,406.56,99.2
2022-11-30,3.778,2.594,2.603,9.282,102.85,97.72,406.12,99.295
2022-12-01,3.823,2.621,2.582,9.295,102.8,97.68,407.1,99.58
2022-12-02,3.8,2.629,2.561,9.314,103.001,97.82,409.72,99.61
2022-12-05,3.871,2.642,2.614,9.311,102.968,97.93,405.72,99.59
2022-12-06,3.894,2.639,2.602,9.304,102.968,97.7,401.78,99.35
2022-12-07,3.882,2.637,2.587,9.281,102.963,97.71,401.1,99.585
2022-12-08,3.891,2.625,2.602,9.264,103.157,97.57,402.44,99.79
2022-12-09,3.925,2.632,2.609,9.258,103.278,97.43,403.46,99.725
2022-12-12,3.883,2.622,2.547,9.258,103.293,96.13,403.3,99.72
2022-12-13,3.872,2.602,2.561,9.246,103.073,95.56,403.54,99.605
2022-12-14,3.882,2.587,2.555,9.219,103.197,95.49,408.1,100.07
2022-12-15,3.88,2.596,2.52,9.19,103.213,95.68,404.86,99.955
2022-12-16,3.884,2.573,2.542,9.199,103.214,95.66,402.9,99.995
2022-12-19,3.826,2.521,2.503,9.194,103.293,95.2,405.3,100.19
2022-12-20,3.763,2.494,2.469,9.198,103.411,95.2,405.42,100.02
2022-12-21,3.76,2.48,2.472,9.203,103.45,95.25,409.5,100.275
2022-12-22,3.768,2.441,2.45,9.196,103.434,95.31,409.86,100.255
2022-12-23,3.758,2.423,2.44,9.197,103.433,95.05,406.8,100.485
2022-12-26,3.767,2.467,2.433,9.194,103.463,94.46,407.24,100.27
2022-12-27,3.814,2.487,2.461,9.184,103.393,95.24,407.96,99.99
2022-12-28,3.801,2.47,2.467,9.188,103.344,96.22,408.6,100.06
2022-12-29,3.789,2.465,2.438,9.185,103.413,96.35,408.36,100.205
2022-12-30,3.805,2.47,2.452,9.19,103.453,96.36,410.72,100.225
2023-01-03,3.816,2.527,2.465,9.206,103.474,96.23,411.2,100.37
2023-01-04,3.821,2.527,2.486,9.219,103.632,96.24,413.26,100.53
2023-01-05,3.896,2.554,2.491,9.22,103.683,96.43,412.5,100.435
2023-01-06,3.912,2.558,2.486,9.196,103.515,96.11,409.54,100.35
2023-01-09,3.937,2.57,2.488,9.177,103.504,95.91,414.0,100.355
2023-01-10,3.943,2.574,2.472,9.158,103.506,95.69,413.7,100.065
2023-01-11,3.943,2.555,2.494,9.146,103.246,95.64,414.8,100.18
2023-01-12,3.949,2.555,2.481,9.134,103.323,95.65,414.58,100.19
2023-01-13,4.011,2.571,2.496,9.121,103.38,95.61,415.22,100.025
2023-01-16,4.074,2.599,2.515,9.058,103.283,95.42,417.28,99.8
2023-01-17,4.07,2.596,2.507,9.065,103.272,95.41,419.0,99.83
2023-01-18,4.061,2.604,2.51,9.08,103.284,95.37,418.4,99.785
2023-01-19,4.089,2.635,2.516,9.069,103.234,95.41,419.66,99.85
2023-01-20,4.112,2.66,2.544,9.087,103.274,95.37,423.5,99.695
2023-01-30,4.136,2.671,2.528,8.995,103.272,95.6,422.68,100.03
2023-01-31,4.09,2.68,2.536,9.004,103.344,96.03,419.48,100.205
2023-02-01,4.121,2.724,2.54,9.04,103.503,96.25,421.58,100.11
2023-02-02,4.111,2.728,2.544,9.059,103.423,96.56,424.86,100.305
2023-02-03,4.068,2.725,2.526,9.073,103.454,96.69,419.34,100.355
2023-02-06,4.011,2.719,2.511,9.105,103.464,96.88,413.8,100.265
2023-02-07,4.021,2.727,2.522,9.125,103.418,97.07,412.62,100.48
2023-02-08,4.004,2.708,2.515,9.106,103.457,96.69,412.7,100.415
2023-02-09,4.058,2.763,2.524,9.145,103.414,96.9,413.52,100.53
2023-02-10,4.034,2.749,2.527,9.164,103.47,97.12,410.76,100.47
2023-02-13,4.066,2.775,2.532,9.174,103.553,97.49,413.08,100.5
2023-02-14,4.075,2.781,2.549,9.174,103.593,97.72,412.74,100.54
2023-02-15,4.047,2.78,2.536,9.152,103.563,97.69,411.66,100.545
2023-02-16,4.018,2.73,2.521,9.139,103.593,97.67,411.48,100.69
2023-02-17,3.96,2.705,2.526,9.127,103.613,97.67,410.26,100.64
2023-02-20,4.065,2.737,2.57,9.132,103.497,97.68,412.3,100.385
2023-02-21,4.07,2.75,2.606,9.142,103.462,97.69,411.7,99.48
2023-02-22,4.03,2.758,2.61,9.141,103.461,97.67,412.94,99.58
2023-02-23,4.03,2.745,2.621,9.139,103.454,97.65,411.94,99.605
2023-02-24,3.991,2.735,2.613,9.152,103.488,97.74,413.14,99.715
2023-02-27,3.976,2.717,2.618,9.153,103.5,97.51,412.2,99.735
2023-02-28,4.002,2.739,2.625,9.154,103.505,97.59,412.64,99.825
2023-03-01,4.051,2.759,2.642,9.149,103.455,97.54,414.04,99.885
2023-03-02,4.046,2.746,2.656,9.146,103.453,97.56,413.62,99.745
2023-03-03,4.055,2.742,2.671,9.15,103.453,97.73,415.58,99.805
2023-03-06,4.03,2.751,2.657,9.163,103.533,97.78,418.44,100.0
2023-03-07,3.973,2.701,2.65,9.168,103.519,97.85,418.82,100.14
2023-03-08,3.957,2.709,2.648,9.176,103.483,98.2,414.08,100.095
2023-03-09,3.947,2.716,2.644,9.198,103.614,98.01,414.02,100.195
2023-03-10,3.892,2.676,2.604,9.203,103.683,98.24,416.76,100.29
2023-03-13,3.936,2.689,2.637,9.206,103.675,98.22,420.42,100.205
2023-03-14,3.911,2.664,2.622,9.2,103.714,97.71,426.36,100.345
2023-03-15,3.91,2.677,2.646,9.202,103.676,98.04,426.54,100.255
2023-03-16,3.864,2.636,2.625,9.202,103.818,98.17,430.48,100.47
2023-03-17,3.885,2.656,2.644,9.199,103.824,98.73,432.44,100.425
2023-03-20,3.863,2.645,2.631,9.197,103.903,99.29,445.02,100.49
2023-03-21,3.906,2.679,2.623,9.217,103.949,99.32,441.56,100.38
2023-03-22,3.924,2.69,2.637,9.223,103.911,99.35,435.42,100.405
2023-03-23,3.962,2.7,2.639,9.233,103.853,99.13,438.36,100.335
2023-03-24,3.957,2.702,2.621,9.258,103.915,99.2,440.7,100.23
2023-03-27,3.936,2.706,2.6,9.267,103.938,99.25,438.14,100.45
2023-03-28,3.928,2.691,2.605,9.253,103.998,99.33,436.18,100.445
2023-03-29,3.928,2.681,2.603,9.265,103.958,99.28,437.76,100.47
2023-03-30,3.971,2.683,2.614,9.269,103.983,99.27,438.9,100.37
2023-03-31,3.981,2.705,2.621,9.267,104.123,99.3,441.2,100.455
2023-04-03,4.011,2.742,2.642,9.266,104.089,99.31,435.62,100.295
2023-04-04,4.031,2.738,2.655,9.271,104.111,99.38,440.7,100.365
2023-04-06,4.019,2.747,2.638,9.271,104.113,99.55,447.18,100.35
2023-04-07,4.048,2.771,2.639,9.274,104.163,99.59,447.32,100.55
2023-04-10,4.033,2.746,2.636,9.292,104.193,99.14,442.8,100.605
2023-04-11,4.023,2.747,2.659,9.291,104.17,99.06,444.84,100.765
2023-04-12,4.019,2.762,2.693,9.306,104.302,99.17,448.84,100.83
