日期,华泰柏瑞沪深300ETF,南方中证1000ETF,华泰柏瑞上证红利ETF,海富通上证城投债ETF,平安中证5-10年国债活跃券ETF,平安中债债利差因子ETF,沪金主连,十债主连
2024-09-30,4.233,2.352,3.257,10.021,112.254,103.96,596.72,105.365
2024-10-08,4.412,2.492,3.262,9.957,112.658,103.47,596.22,105.345
2024-10-09,4.022,2.287,3.006,9.899,112.669,103.15,588.56,105.61
2024-10-10,4.086,2.258,3.128,9.993,113.0,103.77,590.7,105.86
2024-10-11,3.977,2.166,3.084,10.006,113.25,104.1,597.38,105.91
2024-10-14,4.04,2.246,3.17,10.053,113.142,104.21,603.3,105.935
2024-10-15,3.931,2.199,3.089,10.065,113.241,104.29,603.64,106.185
2024-10-16,3.906,2.207,3.137,10.067,113.238,104.3,611.98,106.09
2024-10-17,3.863,2.198,3.089,10.066,113.35,104.34,614.26,106.345
2024-10-18,4.016,2.3,3.11,10.06,113.3,104.35,619.06,106.16
2024-10-21,4.016,2.342,3.09,10.056,113.272,104.37,625.82,106.255
2024-10-22,4.04,2.355,3.102,10.054,113.299,104.37,626.5,106.035
2024-10-23,4.055,2.361,3.103,10.034,113.05,104.23,629.96,105.87
2024-10-24,4.011,2.345,3.084,10.045,113.05,104.28,624.54,105.765
2024-10-25,4.04,2.4,3.082,10.049,112.993,104.29,624.72,105.795
2024-10-28,4.046,2.433,3.103,10.042,112.966,104.25,626.58,105.855
2024-10-29,4.013,2.396,3.058,10.04,113.046,104.3,631.8,105.96
2024-10-30,3.971,2.41,3.023,10.04,113.018,104.29,638.62,105.94
2024-10-31,3.971,2.446,3.004,10.041,113.082,104.3,635.66,105.95
2024-11-01,3.979,2.374,3.033,10.049,113.27,104.33,629.72,106.195
2024-11-04,4.032,2.429,3.047,10.051,113.282,104.35,625.38,106.14
2024-11-05,4.137,2.512,3.076,10.049,113.318,104.35,625.02,106.325
2024-11-06,4.111,2.52,3.048,10.049,113.386,104.38,624.06,106.32
2024-11-07,4.248,2.568,3.117,10.054,113.46,104.4,611.32,106.45
2024-11-08,4.194,2.57,3.084,10.061,113.555,104.46,615.48,106.47
2024-11-11,4.215,2.631,3.051,10.067,113.57,104.46,615.78,106.485
2024-11-12,4.169,2.604,3.031,10.075,113.782,104.5,605.66,106.785
2024-11-13,4.195,2.589,3.051,10.075,113.802,104.51,604.46,106.71
2024-11-14,4.124,2.512,3.025,10.077,113.75,104.51,593.1,106.715
2024-11-15,4.055,2.452,3.028,10.08,113.8,104.52,593.3,106.71
2024-11-18,4.038,2.393,3.076,10.074,113.682,104.52,600.6,106.55
2024-11-19,4.058,2.454,3.067,10.081,113.63,104.54,609.84,106.75
2024-11-20,4.068,2.5,3.073,10.087,113.708,104.56,610.6,106.67
2024-11-21,4.073,2.506,3.076,10.086,113.83,104.56,617.7,106.86
2024-11-22,3.953,2.41,3.0,10.089,113.909,104.57,627.88,106.93
2024-11-25,3.931,2.421,3.006,10.098,113.981,104.6,619.16,107.095
2024-11-26,3.923,2.389,3.017,10.097,114.08,104.61,610.84,107.04
2024-11-27,3.987,2.449,3.047,10.101,114.049,104.63,616.46,107.01
2024-11-28,3.958,2.435,3.044,10.113,114.101,104.65,613.2,107.17
2024-11-29,4.001,2.476,3.059,10.125,114.251,104.67,618.8,107.09
2024-12-02,4.031,2.527,3.067,10.159,114.625,104.75,613.28,107.5
2024-12-03,4.035,2.52,3.099,10.16,114.623,104.77,619.32,107.3
2024-12-04,4.014,2.486,3.124,10.17,114.82,104.84,618.22,107.58
2024-12-05,4.007,2.515,3.117,10.164,114.948,104.85,618.4,107.565
2024-12-06,4.057,2.543,3.16,10.165,114.901,104.9,615.94,107.55
2024-12-09,4.054,2.52,3.168,10.168,114.945,104.91,619.12,107.515
2024-12-10,4.085,2.547,3.164,10.197,115.788,104.96,621.44,108.215
2024-12-11,4.075,2.58,3.177,10.176,115.83,104.96,627.06,108.12
2024-12-12,4.117,2.6,3.183,10.18,116.036,105.01,631.38,108.28
2024-12-13,4.02,2.548,3.146,10.19,116.549,105.1,625.6,108.49
2024-12-16,3.996,2.515,3.175,10.204,116.759,105.14,619.72,108.715
2024-12-17,4.007,2.46,3.17,10.205,116.713,105.09,619.14,108.615
2024-12-18,4.024,2.48,3.19,10.181,116.601,105.0,618.5,108.465
2024-12-19,4.03,2.487,3.15,10.168,116.517,104.99,613.52,108.535
2024-12-20,4.018,2.512,3.122,10.179,116.915,105.11,613.94,108.895
2024-12-23,4.022,2.44,3.136,10.179,116.994,105.15,620.14,108.755
2024-12-24,4.069,2.467,3.169,10.171,116.768,105.13,617.58,108.7
2024-12-25,4.072,2.442,3.184,10.166,116.626,105.06,619.0,108.6
2024-12-26,4.073,2.466,3.174,10.17,116.499,105.03,619.74,108.5
2024-12-27,4.067,2.47,3.173,10.18,116.91,105.09,620.22,108.86
2024-12-30,4.086,2.463,3.22,10.178,116.746,105.14,617.66,108.595
2024-12-31,4.022,2.383,3.209,10.183,116.871,105.1,617.6,108.925
2025-01-02,3.909,2.318,3.137,10.205,117.535,105.25,622.4,109.18
2025-01-03,3.869,2.253,3.106,10.223,117.839,105.35,627.96,109.44
2025-01-06,3.853,2.24,3.106,10.231,117.898,105.42,624.92,109.47
2025-01-07,3.88,2.273,3.092,10.216,117.747,105.43,625.02,109.38
2025-01-08,3.874,2.262,3.086,10.221,117.742,105.42,627.96,109.425
2025-01-09,3.866,2.267,3.042,10.216,117.484,105.39,631.3,109.19
2025-01-10,3.823,2.218,3.009,10.21,117.432,105.36,635.46,109.16
2025-01-13,3.808,2.223,2.982,10.206,117.371,105.27,637.14,109.0
2025-01-14,3.906,2.327,3.032,10.193,117.318,105.21,632.1,109.14
2025-01-15,3.883,2.309,3.041,10.2,117.603,105.28,636.84,109.32
2025-01-16,3.885,2.319,3.071,10.175,117.512,105.13,639.12,109.31
2025-01-17,3.898,2.336,3.054,10.192,117.452,105.23,640.68,109.035
2025-01-20,3.917,2.349,3.043,10.188,117.297,105.2,639.8,109.05
2025-01-21,3.922,2.364,3.027,10.186,117.45,105.22,639.78,109.24
2025-01-22,3.886,2.345,3.003,10.187,117.497,105.23,645.46,109.15
2025-01-23,3.897,2.333,3.052,10.185,117.367,105.2,646.2,109.105
2025-01-24,3.929,2.38,3.067,10.183,117.247,105.24,648.9,109.115
2025-01-27,3.907,2.336,3.105,10.196,117.62,105.31,647.54,109.34
2025-02-05,3.887,2.352,3.043,10.196,117.779,105.34,670.64,109.435
2025-02-06,3.932,2.415,3.041,10.203,117.842,105.38,668.46,109.535
2025-02-07,3.988,2.455,3.054,10.214,117.881,105.44,669.9,109.405
2025-02-10,3.992,2.483,3.047,10.214,117.752,105.44,679.08,109.225
2025-02-11,3.976,2.478,3.06,10.214,117.768,105.42,685.74,109.305
2025-02-12,4.014,2.515,3.062,10.213,117.775,105.43,681.22,109.145
2025-02-13,4.004,2.491,3.065,10.208,117.735,105.42,684.56,109.115
2025-02-14,4.034,2.5,3.068,10.2,117.54,105.38,688.4,108.86
2025-02-17,4.041,2.511,3.055,10.194,117.368,105.34,677.1,108.695
2025-02-18,4.012,2.461,3.053,10.191,117.177,105.3,682.82,108.595
2025-02-19,4.033,2.516,3.035,10.186,117.225,105.3,687.8,108.685
2025-02-20,4.021,2.533,3.022,10.176,117.114,105.21,690.0,108.42
2025-02-21,4.075,2.581,3.0,10.165,116.845,105.01,684.44,108.16
2025-02-24,4.062,2.585,2.996,10.127,116.268,104.77,685.98,107.87
2025-02-25,4.021,2.574,2.975,10.13,116.547,105.01,685.58,108.065
2025-02-26,4.054,2.614,3.001,10.156,116.7,105.03,679.42,108.18
2025-02-27,4.067,2.6,3.028,10.149,116.55,105.02,677.0,108.065
2025-02-28,3.994,2.511,3.01,10.15,116.605,104.98,672.12,108.255
2025-03-03,3.981,2.508,2.997,10.16,116.818,105.09,672.4,108.455
2025-03-04,3.977,2.541,2.996,10.162,116.818,105.07,676.82,108.4
2025-03-05,3.994,2.558,3.004,10.165,116.916,105.09,682.16,108.51
2025-03-06,4.049,2.614,2.998,10.159,116.68,105.02,680.64,108.245
2025-03-07,4.039,2.603,2.997,10.143,116.309,104.97,679.48,107.635
2025-03-10,4.023,2.606,3.001,10.14,116.102,104.94,681.5,107.69
2025-03-11,4.035,2.624,3.022,10.114,115.634,104.89,677.56,107.235
2025-03-12,4.025,2.628,3.018,10.132,115.819,104.95,679.56,107.675
2025-03-13,4.005,2.588,3.046,10.149,115.993,105.0,684.5,107.62
2025-03-14,4.106,2.631,3.068,10.15,115.826,105.0,694.96,107.58
2025-03-17,4.094,2.634,3.077,10.139,115.608,104.97,695.94,107.075
2025-03-18,4.103,2.645,3.065,10.143,115.518,104.95,700.7,107.24
2025-03-19,4.109,2.627,3.066,10.146,115.51,105.001,707.34,107.22
2025-03-20,4.076,2.616,3.061,10.164,115.898,105.076,708.5,107.53
2025-03-21,4.01,2.562,3.055,10.174,115.932,105.112,706.96,107.415
2025-03-24,4.027,2.542,3.078,10.17,115.909,105.163,707.14,107.595
2025-03-25,4.029,2.525,3.1,10.184,116.116,105.202,706.76,107.675
2025-03-26,4.013,2.533,3.101,10.186,116.258,105.211,709.02,107.995
2025-03-27,4.027,2.533,3.099,10.191,116.268,105.286,710.3,107.89
2025-03-28,4.008,2.507,3.082,10.19,116.21,105.33,722.8,107.875
2025-03-31,3.984,2.492,3.073,10.194,116.177,105.335,729.8,107.87
2025-04-01,3.982,2.503,3.097,10.199,116.16,105.317,736.3,107.76
2025-04-02,3.979,2.511,3.112,10.207,116.303,105.383,733.6,108.05
2025-04-03,3.959,2.482,3.117,10.234,116.888,105.543,739.04,108.575
2025-04-07,3.695,2.234,2.938,10.259,117.324,105.803,718.18,109.18
2025-04-08,3.73,2.219,3.003,10.242,117.11,105.621,719.22,108.9
2025-04-09,3.766,2.258,3.007,10.234,117.024,105.625,728.14,109.045
2025-04-10,3.829,2.313,3.038,10.239,117.256,105.615,744.48,109.035
2025-04-11,3.84,2.343,3.023,10.234,117.286,105.624,757.3,108.95
